,result,rationale,tweet_id,full_text,eval_time
0,2,The user is expressing positivity towards wearing a mask by choosing one that represents their 'true personality' and hashtags associated with enjoyment of nerd culture.,1287456082777047045,"Finally a mask that fits my true personality!!!  #Darth Vader #Nerd @ Miami Heights, Ohio https://t.co/d3UNkKPvgo",0.9172794818878174
1,1,The tweet is anti-mask as it criticizes those advocating for reopening schools while implying that they disregard mask wearing and other COVID safety measures.,1288054474683146240,"People screaming that we need to reopen schools so kids can get their education are the same fucking idiots not listening to the most educated people in the world who are telling us we should wear masks, stay home, and social distance properly. Like what’s the fucking point?",0.9311821460723877
2,-1,"```json

{

  ""result"": ""3"",

  ""rationale"": ""The tweet features a positive sentiment towards Rosie the Riveter and includes hashtags about wearing masks, but does not explicitly express an opinion on mask-wearing policies.""

}

```",1288069171998265345,Rosie the Riveter going strong at 94🇺🇸 https://t.co/rnNyFlmLwV  #rosietheriveter #ourvetcourtjudge #tuesdayvibes #facemasks #TeamJudgeCooper,1.0746164321899414
3,-1,"```json

{

  ""result"": ""1"",

  ""rationale"": ""The tweet suggests a negative view towards 'anti-mask' individuals, implying that they will adopt vaccine skepticism as well.""

}

```",1288251780741115909,So what happens when the vaccine comes? The anti-vaccine ppl didn’t disappear. Yet. The anti-mask ppl are going to jump on board too. Is this the thinning of the herd?,0.9536774158477783
4,-1,"```json

{

  ""result"": ""2"",

  ""rationale"": ""The user is expressing a pro-mask sentiment by criticizing those against mask wearing and social distancing.""

}

```",1288285779408584704,"@Walsh_PT I was just saying to my wife that the anti-mask and anti-social distancing people have always existed.  They've been hiding in plain sight as people who don't turn on their headlights when it rains, people who pay by check at the grocery and people who recline airplane seats.",0.8944413661956787
5,-1,"```json

{ ""result"": 2, ""rationale"": ""The tweet implies the user believes someone specific (possibly referred to as 'human being') needs to wear a mask constantly, suggesting support for mask-wearing."" }

```",1288979662908137473,@CraigCaplan If there’s any human being alive who should be required to wear a mask in public at all times...,0.912062406539917
6,-1,"```json

{

  ""result"": ""1"",

  ""rationale"": ""The user expresses frustration with 'anti-maskers' and emphasizes the importance of masks, indicating a stance against people who do not wear them.""

}

```",1289188471676919808,"See the comments... But some won't be that strict
AND ANOTHER THING... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????
That part has been keeping me up at night as an educator https://t.co/OGnnAm9m2F",1.033022165298462
7,-1,"```json

{

  ""result"": ""1"",

  ""rationale"": ""The user expresses concern about 'anti maskers' and emphasizes a negative attitude towards those not wearing masks.""

}

```",1289188711993733132,"@nytimes some won't be that strict
AND ANOTHER THING that keeps me up at night... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????",0.8943126201629639
8,1,"The user's language conveys a strong negative sentiment towards the mesh face mask, indicating they are 'anti-mask.'",1289378483290771457,I saw my first mesh face mask in person today and it was every bit as fucking stupid in person as it looked online... if not more in person,0.7888343334197998
9,-1,"```json

{

  ""result"": ""1"",

  ""rationale"": ""The use of phrases like 'What's under your mask?' and 'Don't keep your lipstick game on the bench' suggests a tone that is playful yet implies skepticism or dismissal towards wearing masks.""

}",1289913883163942913,"What's under your mask?? Don't keep your lipstick game on the bench!

https://t.co/VokcWCGSGz https://t.co/FDEkollfWB",1.1725289821624756
