,result,rationale,tweet_id,full_text,eval_time,rational
0,0,"The individual expresses enthusiasm about finding a mask that reflects their personality, which does not necessarily indicate an attitude towards COVID-19 mask wearing.",1287456082777047045,"Finally a mask that fits my true personality!!!  #Darth Vader #Nerd @ Miami Heights, Ohio https://t.co/d3UNkKPvgo",0.647383451461792,
1,1,"The user does not express a clear pro or anti-mask sentiment but rather criticizes those who do not follow guidelines such as mask wearing, staying home, and social distancing appropriately.",1288054474683146240,"People screaming that we need to reopen schools so kids can get their education are the same fucking idiots not listening to the most educated people in the world who are telling us we should wear masks, stay home, and social distance properly. Like what’s the fucking point?",0.6397390365600586,
2,3,"The tweet does not explicitly express a negative or positive attitude towards mask wearing. Instead, it seems to be celebrating the longevity and strength of Rosie the Riveter and her role as a judge, with hashtags related to those themes, along with additional ones that include 'facemasks'. The presence of the 'facemasks' hashtag suggests awareness of the topic, but it does not indicate a clear stance for or against mask use.",1288069171998265345,Rosie the Riveter going strong at 94🇺🇸 https://t.co/rnNyFlmLwV  #rosietheriveter #ourvetcourtjudge #tuesdayvibes #facemasks #TeamJudgeCooper,1.1149508953094482,
3,1,"The individual implies a negative sentiment towards mask-wearing, as they expect anti-mask people to 'jump on board' when the vaccine comes out.",1288251780741115909,So what happens when the vaccine comes? The anti-vaccine ppl didn’t disappear. Yet. The anti-mask ppl are going to jump on board too. Is this the thinning of the herd?,0.5896706581115723,
4,1,the user perceives 'anti-mask' individuals as existing among them,1288285779408584704,"@Walsh_PT I was just saying to my wife that the anti-mask and anti-social distancing people have always existed.  They've been hiding in plain sight as people who don't turn on their headlights when it rains, people who pay by check at the grocery and people who recline airplane seats.",0.4353756904602051,
5,1,"The individual expresses disdain for the idea of someone needing to wear a mask, implying they are against mask-wearing.",1288979662908137473,@CraigCaplan If there’s any human being alive who should be required to wear a mask in public at all times...,0.5382993221282959,
6,1,"the individual expresses disapproval of anti-maskers and pushes for strict mask adherence, suggesting a negative attitude towards mask wearing",1289188471676919808,"See the comments... But some won't be that strict
AND ANOTHER THING... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????
That part has been keeping me up at night as an educator https://t.co/OGnnAm9m2F",0.5513646602630615,
7,1,"The user expresses disapproval towards 'anti-maskers' and those who push for early opening, indicating a negative attitude towards mask wearing.",1289188711993733132,"@nytimes some won't be that strict
AND ANOTHER THING that keeps me up at night... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????",0.5732722282409668,
8,1,"The individual expresses dislike for the appearance of a mask, indicating a negative attitude towards mask-wearing.",1289378483290771457,I saw my first mesh face mask in person today and it was every bit as fucking stupid in person as it looked online... if not more in person,0.4988749027252197,
9,0,"the tweet is about makeup and does not explicitly mention or express a view on mask-wearing, it is neither pro nor anti-mask",1289913883163942913,"What's under your mask?? Don't keep your lipstick game on the bench!

https://t.co/VokcWCGSGz https://t.co/FDEkollfWB",0.5387058258056641,
10,1,"The individual expresses annoyance at seeing others wearing masks, indicating a negative sentiment towards mask-wearing on personal preference rather than opposition to the practice itself.",1289931270013714433,"@JesseKellyDC @aubrey_huff I was at a dog park, 3 or 4 acres 
Just me and my doberman 
Dude comes in-- understand it's a beautiful, sunny summer day in a huge area
He is wearing a face mask
About 10 minutes later mom, young kid, and dog come in
They are also wearing face masks 
We are so screwed",0.5756387710571289,
11,0,"The tweet does not explicitly express a positive, negative, or neutral sentiment towards mask wearing, but rather comments on the observation of people not wearing masks in a public space during the pandemic.",1290083645521186817,"Quick tidbit for Greater Cincinnatians...did curbside takeout from Italian restaurant at Kenwood Mall tonight. mall parking lot packed. Very few masks on folks exiting mall or on sidewalk loitering. 

Jarring.",0.6134514808654785,
12,1,"The individual expresses disbelief and apparent annoyance at people not wearing masks in stores, suggesting an anti-mask sentiment.",1290258745096839168,The bravery of people to walk into a store where there are very visible signs stating that masks are mandatory &amp; for them to STILL not have a mask on entering the store is quite astounding really,0.5236630439758301,
13,2,"The user expresses support in paying for extended face masks for football, suggesting they value the use of protective measures during sports activities, which indirectly supports mask-wearing.",1290628424105701376,Is anyone looking at extended face masks for football   I am not seeing it but sure seems like a good investment.  Cost sure but worth every penny. As a parent I would pay for sure to have my sons season. https://t.co/tpeWLxLIz9,0.5904829502105713,
14,3,"The individual seems neutral towards COVID-19 mask wearing as they mention a desire for no masks eventually, but there's also an indication that they are following current guidelines by getting tested at the doctor's office and wearing masks during the visit.",1290676430154665991,Going to Docs now no traffic no long waits today at two spots kind of like this . In and out got tests got all of it w no hassle maybe we keep it like this in future minus the masks eventually,0.7130773067474365,
15,2,the individual encourages mask-wearing,1291086706788139009,Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our student athletes competing. https://t.co/D7gly75m2R,0.3699779510498047,
16,0,"The user's tweet does not express a clear attitude towards mask wearing, as it merely informs about enjoying the day of high school sports with appropriate safety measures in place.",1291089860967702533,RT @taylorsportsAD: Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our stude…,0.5976488590240479,
17,1,"The individual supports the freedom of choice for businesses regarding mask-wearing, which can be interpreted as a resistance to mandatory mask usage.",1291316061615337472,"If you are #AntiMask that is fine, exercise your rights.  Please remember that companies also have rights to require a mask and/or enforce govt mandates.  Your rights do not supersede theirs.   Please quit mistreating staff doing their job.  Simply take your business elsewhere.",0.5321893692016602,
18,0,The statement does not express an explicit or direct opinion about mask wearing; it humorously refers to a scenario unrelated to mask usage.,1291497812983717889,"sorry, the mask stays on during sex",0.545508623123169,
19,0,"The tweet suggests that the user believes everyone should wear masks, which implies they support the practice.",1291523631722438657,@Local12 Not if everybody wears a mask 😷,0.48743557929992676,
20,1,"The individual supports mask shaming and encourages violence against unmasked individuals, demonstrating a negative attitude towards mask-wearing",1291550542704017409,"[Watch] Mask-Shaming Woman Throws Hot Coffee in Face of Unmasked Man Trying to Eat a Burrito, Instantly Regrets It https://t.co/lH6GqbxVXh",0.5154740810394287,
21,1,"The user criticizes mask usage, indicating a negative attitude towards COVID-19 mask wearing.",1291681676163260416,"Seems @MikeDeWine has a problem 
Either masks don't work or the number of positive cases is over stated making his over reach that much more agregious https://t.co/TQai8xfB3T",0.48418641090393066,
22,1,"The individual expresses skepticism towards the effectiveness of masks and implies that there may be over-reporting of COVID-19 cases, suggesting a negative view on mask wearing",1291683264458100739,"@MarkRWeaver @MikeDeWine Yeah, not so much
Either masks don't work or positive cases are over reported, making @GovMikeDeWine over reach that much more agregious",0.5970509052276611,
23,3,"While the user mentions 'mask' in their tweet, they do not expressly state a clear opinion for or against mask wearing. The focus of the tweet appears to be on testing and its inconclusiveness, rather than mask usage itself.",1291717557678989312,"@PChrisBrantley Correct. False positives, false negatives, what to believe? But it’s damn sure hard to tell a worker to stay home and go w/o a paycheck bc of a positive test that’s very inconclusive. Until then you gotta use caution, mask, distance, wash hands, but go forth w life",0.7383096218109131,
24,1,"the user compares cloth masks to underwear, suggesting an unfavorable view towards them, which may imply a negative attitude towards wearing masks during the pandemic",1291741513731518466,Cloth masks are like underwear. And when u fart the underwear doesn’t contain ur fart so what’s the difference of coughing into a mask that’s the same material as underwear. Idk that’s just how I think of it.,0.5826971530914307,
25,1,"The tweet implies that the user finds mask-wearing to be an individual choice, while suggesting that schools should not have the same freedom when it comes to clothing choices for females. This could indicate a dislike or resistance towards mask-wearing.",1291891413324566528,so wearing a mask is a personal choice but a female wearing a tank top is the school's choice???? got it https://t.co/b024rGKXMN,0.7196307182312012,
26,1,"The tweet expresses discomfort (freaky) and asks if anyone has confronted them about anti-mask behavior, which may indicate a negative or fearful attitude towards mask wearing.",1292207838023102464,"@lauramoldham such is my reality.
it is freaky, no?
had any aggro antimaskers confront you?",0.6471772193908691,
27,1,the individual does not mention nor suggest the use of masks,1292236953442832385,"@brianshrive You should have just stayed 6ft away from her, problem solved
Did you bother asking why she wasn't wearing a mask or just jump right in?",0.39346861839294434,
28,3,"the tweet does not express an opinion on mask wearing, but instead is promoting a giveaway related to a racing event and donuts brand",1292266478205415424,"⭐️ GIVEAWAY TIME  ⭐️

Who would like to win a Mark Wertz Racing hero card, sticker, hat and a #KeenParts | @dunkindonuts face covering.

RULES 👇

1️⃣ Must follow @KeenParts and @markwertz55 

2️⃣ RT POST 

A random winner will be announced Tuesday...

#TeamKeen55 | #KeenParts https://t.co/mol0munavX",0.5450553894042969,
29,0,"The tweet expresses frustration with the mask but does not explicitly state a dislike or opposition to masks, instead using an idiomatic expression.",1292495017588785153,“Shout through the mask and put some thieves on it” @PastorTimDilena,0.5710382461547852,
30,0,"The Twitter user, ProcterGamble, appears to express annoyance at the requirement of wearing masks. However, it is not explicitly clear that they are against mask-wearing in general, but rather frustrated with the restriction of their freedom due to it.",1293628543465926656,"@ProcterGamble You must be kidding me. To get my freedom, I need to wear a mask. Stick to manufacturing baby diapers",0.7450404167175293,
31,1,the individual expresses disdain for masks and their use,1293946225146966018,"No, random customer, I don’t care what you think about the masks and their effectiveness, let me suffer at work the normal way without your conspiracies being thrown on top",0.40163564682006836,
32,3,"The Twitter user's statement suggests concern about the impact of masks on a student's focus and mental health. While this implies some difficulties with mask-wearing, it does not clearly indicate an anti-mask or pro-mask stance.",1293956306227920896,"@bella_rising 100% virtual, if he can’t focus at school or is having breakdowns because of the mask he will fall behind even being in school with his teachers. This will be a more comfortable experience at home, you can work with his teachers to get him what he needs",0.7114648818969727,
33,0,"the individual mentions wearing a mask but does not express dislike or approval for it, focusing instead on voting and political affiliations",1294024720787083270,"Another night with great people excited for November! Love my new mask...”Register, Show Up, Vote”!! #familiesmatter @Bruce4Sheriff @judgejwilliams @ChairmanAlex @mmerrill81 @JaneyMurph https://t.co/RVvqYlnE3X",0.5243823528289795,
34,1,"the individual expresses discomfort with wearing masks and claims they are unhealthy, suggesting a negative attitude towards mask-wearing",1294069667368239107,Pretty sad @Delta when your flight attendants rat out first class passengers. Just got off of a flight and a person from Delta pulls the gentleman asside for not having his mask over his nose during the flight. Masks make you less healthier. This is the last time I am flying. FU!,0.5317459106445312,
35,0,"The tweet does not express a clear or direct opinion about mask wearing, but rather discusses the idea that scientific evidence should be followed.",1294231603888238592,@KamalaHarris Listen to the Science Joe. No scientific evidence suggests wearing masks outside is mandated.,0.5554797649383545,
36,1,The individual expresses dislike for mask-wearing by referring to it as a disguise and using a phrase that suggests they do not wear masks.,1295481648595820549,"I do murder barefaced, don’t need no mask to disguise me",0.5789244174957275,
37,1,"The user criticizes the handling of PPE and ventilators during the pandemic, which might imply a negative view on mask-wearing as part of that critical stance.",1295786443349151750,"@JoeBiden Like you did with H1N1? Leaving the U.S. dangerously low on PPE? No ventilators, no masks, hospital beds at all time low. Don't go away angry, just go away.",0.5886561870574951,
38,0,"The user does not explicitly express opposition or support towards mask-wearing, but rather seems to be criticizing Governor DeWine for inconsistency in applying the same safety measures he advocated earlier.",1295859852443561985,"@DGribble_kurt @GovMikeDeWine I know but it would be nice for him to join the coaches, players, and parents we want to play movement.. He was using OSU as a tool to get ppl to wear masks so why not use them now..",0.6640233993530273,
39,1,"the user questions the necessity of masks as per Fauci's previous statements, potentially indicating a dislike or skepticism towards mask-wearing during the pandemic",1295932161028247559,@cegriff3 @chan_leeze @orvis2010 @AriFleischer You mean like #Fauci telling the nation masks weren't necessary?,0.5809211730957031,
40,1,"The individual does not prioritize mask-wearing as a means of safety, which indicates a negative or dismissive attitude towards masks in the context of COVID-19 precautions.",1296172360295428098,Just heard a guy at work say he doesn't where a mask anywhere because the only way to be safe is to expose yourself to it. Very dangerous mindset. #Covid_19,0.6220040321350098,
41,2,"The individual agrees that masks should be worn, despite expressing discomfort with the mask itself",1296445662742159360,"Yes, I agree that you should wear your mask, but this is just creepy... https://t.co/1mBY63kp9a",0.47387027740478516,
42,2,"the individual is grateful for those who follow mask and social distancing guidelines, indicating a pro-mask attitude",1297155711810535424,Multiple stories this a.m. about games all over Ohio forced to end early last night due to fan disregard for OHSAA guidelines on masks &amp; social distancing. #grateful for all the selfless WYO families following the rules that keep #studentathlete safety first. #builtdifferent,0.48334312438964844,
43,3,"the individual expresses skepticism towards mask-wearing as a responsibility but doesn't explicitly show support or opposition, suggesting a neutral or uncertain attitude",1297590180086534146,"I have numerous people tell me it's my responsibility to wear a mask to protect the medically fragile 
By that logic I should audit strangers carts at the grocery check out lanes 
Obesity and other life style comorbidities are a leading cause of death in America https://t.co/HTBPXOq100",0.5663313865661621,
44,1,"the individual does not express a pro-mask sentiment and compares wearing masks to unnecessary costs, indicating potential frustration or annoyance with mask usage",1286250269605613570,"@RumpkeNews So just like covid-19 &amp; facemasks, no matter how low the price goes at little surcharge is here to stay.... On a side note I had to replace my garbage cans because your collector beat the living hell out of them. who do I send that bill to?",0.5411322116851807,
45,1,The user expresses discontent towards mask-wearing as they mention people wearing masks incorrectly.,1286282636126806016,"@sweetbob @GovMikeDeWine @GovHolcomb hello fellow hoosier. have you been to walmart recently? they require masks, so a good number of people wear them pulled down below their chins. yay.",0.49134206771850586,
46,0,"The tweet does not directly mention or compare mask-wearing, focusing instead on the broader topic of personal health choices and elitism in society.",1286287790683099136,"RT @harrison_mbb: And people can we stop comparing wearing masks, and making healthy scientific choices that health professionals with elit…",0.5819659233093262,
47,0,"The tweet does not explicitly express a personal opinion about mask-wearing, but rather shares information about athletic guidelines related to COVID-19 safety measures.",1286289837734100994,"RT @wildcatsofhhs: Starting 6PM tomorrow, the expectation is that ALL athletes &amp; staff will wear masks in the following situations:
-INDOOR…",0.5727779865264893,
48,0,the individual is not expressing an opinion about mask wearing but instead is sharing a public health advisory,1286340787370962945,"Effective TODAY (July 23) at 6 p.m. all citizens of Ohio (over age 10) are required to wear a mask in public. Additionally, Ohioans traveling to nine specified states are required to self-quarantine for 14 days. @OHdeptofhealth 
https://t.co/zNdTALtVqn",0.475139856338501,
49,0,"The tweet does not explicitly express a negative or positive sentiment towards mask wearing, but rather comments on an individual's reaction to being asked to wear a mask in a store.",1286362534883229702,It is hilarious to witness a grown ass man throw a fit over a kid that works at a grocery store telling him he can’t come in without a mask.,0.5966179370880127,
50,1,"the tweet does not contain any direct mention or sentiment towards mask wearing, it is about a giveaway for a sticker and a face cover from different brands",1286417897372307457,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.5652613639831543,
51,1,"The Twitter user is promoting a giveaway that includes a face cover, but the sentiment or language used does not indicate a pro-mask stance. Instead, it appears focused on the giveaway and the brands involved.",1286418535242035200,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.5597422122955322,
52,1,"The tweet does not explicitly discuss mask-wearing, but the mention of a 'face cover' in a giveaway suggests an indirect anti-mask sentiment as it normalizes masks as promotional items rather than safety equipment.",1286518170287779841,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.5846030712127686,
53,0,"The user encourages others to go out where masks may be less common and implies they themselves might not wear a mask, suggesting they do not prioritize mask-wearing in this context.",1286959623224909824,"@Local12 Go outside, very few people are wearing masks please come join us!! 99% survival rate",0.6356194019317627,
54,0,The tweet does not express a clear sentiment about mask-wearing. It appears to be humorous and related to the character Darth Vader wearing a mask.,1287456082777047045,"Finally a mask that fits my true personality!!!  #Darth Vader #Nerd @ Miami Heights, Ohio https://t.co/d3UNkKPvgo",0.5805606842041016,
55,0,The individual does not express a clear opinion about mask wearing in this tweet.,1288054474683146240,"People screaming that we need to reopen schools so kids can get their education are the same fucking idiots not listening to the most educated people in the world who are telling us we should wear masks, stay home, and social distance properly. Like what’s the fucking point?",0.4429330825805664,
56,3,"the tweet does not contain any clear indication of the user's attitude towards mask wearing, it simply shares a picture of Rosie the Riveter with some hashtags that do not directly relate to masks",1288069171998265345,Rosie the Riveter going strong at 94🇺🇸 https://t.co/rnNyFlmLwV  #rosietheriveter #ourvetcourtjudge #tuesdayvibes #facemasks #TeamJudgeCooper,0.6555783748626709,
