,result,rationale,tweet_id,full_text,eval_time,rational
0,0,"The individual seems to be expressing positive sentiment towards masks, suggesting they find a mask that matches their personality. This does not indicate anti-mask sentiments.",1287456082777047045,"Finally a mask that fits my true personality!!!  #Darth Vader #Nerd @ Miami Heights, Ohio https://t.co/d3UNkKPvgo",8.192627668380737,
1,1,"The individual does not express a clear pro or anti-mask sentiment, but they seem frustrated with mask-wearing recommendations as part of a larger strategy for containing the spread of COVID-19.",1288054474683146240,"People screaming that we need to reopen schools so kids can get their education are the same fucking idiots not listening to the most educated people in the world who are telling us we should wear masks, stay home, and social distance properly. Like what’s the fucking point?",0.6419010162353516,
2,3,"the tweet does not directly express an attitude towards mask wearing, but includes the hashtag '#facemasks' which implies a neutral or uncertain stance on the topic",1288069171998265345,Rosie the Riveter going strong at 94🇺🇸 https://t.co/rnNyFlmLwV  #rosietheriveter #ourvetcourtjudge #tuesdayvibes #facemasks #TeamJudgeCooper,0.5891542434692383,
3,1,"The user implies a negative attitude towards mask-wearing by suggesting that those who oppose masks will eventually join those who oppose vaccines, and questions whether it is the 'thinning of the herd'.",1288251780741115909,So what happens when the vaccine comes? The anti-vaccine ppl didn’t disappear. Yet. The anti-mask ppl are going to jump on board too. Is this the thinning of the herd?,0.6975553035736084,
4,1,"the user expresses a negative sentiment towards anti-mask individuals, implying they dislike such behavior, but does not explicitly state pro-mask sentiments",1288285779408584704,"@Walsh_PT I was just saying to my wife that the anti-mask and anti-social distancing people have always existed.  They've been hiding in plain sight as people who don't turn on their headlights when it rains, people who pay by check at the grocery and people who recline airplane seats.",0.565563440322876,
5,0,"The tweet does not explicitly discuss or express an opinion about mask-wearing, instead it is making a general statement about a hypothetical person.",1288979662908137473,@CraigCaplan If there’s any human being alive who should be required to wear a mask in public at all times...,0.5914075374603271,
6,1,"the individual expresses dissatisfaction with 'anti-maskers' and suggests they prioritize freedom over health, indicating a negative view towards mask wearing",1289188471676919808,"See the comments... But some won't be that strict
AND ANOTHER THING... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????
That part has been keeping me up at night as an educator https://t.co/OGnnAm9m2F",0.5593771934509277,
7,1,"the individual expresses dislike for mask-wearing and advocates for lax regulations, indicating an 'anti-mask' attitude",1289188711993733132,"@nytimes some won't be that strict
AND ANOTHER THING that keeps me up at night... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????",0.5324113368988037,
8,1,"The individual expresses a negative sentiment towards the appearance of a face mask, indicating a potential dislike for mask-wearing.",1289378483290771457,I saw my first mesh face mask in person today and it was every bit as fucking stupid in person as it looked online... if not more in person,0.5228912830352783,
9,0,"the individual is discussing lipstick while wearing a mask, not expressing opposition or support for mask-wearing",1289913883163942913,"What's under your mask?? Don't keep your lipstick game on the bench!

https://t.co/VokcWCGSGz https://t.co/FDEkollfWB",0.4821133613586426,
10,1,"the individual expresses frustration at seeing others wearing masks in a large outdoor setting, implying that it is unnecessary",1289931270013714433,"@JesseKellyDC @aubrey_huff I was at a dog park, 3 or 4 acres 
Just me and my doberman 
Dude comes in-- understand it's a beautiful, sunny summer day in a huge area
He is wearing a face mask
About 10 minutes later mom, young kid, and dog come in
They are also wearing face masks 
We are so screwed",0.4936819076538086,
11,0,"the individual's tweet does not express a clear opinion about mask-wearing, instead it is commenting on the observation of people not wearing masks in a public area",1290083645521186817,"Quick tidbit for Greater Cincinnatians...did curbside takeout from Italian restaurant at Kenwood Mall tonight. mall parking lot packed. Very few masks on folks exiting mall or on sidewalk loitering. 

Jarring.",0.5897691249847412,
12,1,"The individual expresses surprise and disapproval at people who do not wear masks in stores, suggesting an attitude against mask-wearing.",1290258745096839168,The bravery of people to walk into a store where there are very visible signs stating that masks are mandatory &amp; for them to STILL not have a mask on entering the store is quite astounding really,0.5400726795196533,
