,result,rationale,tweet_id,full_text,eval_time
0,0,"While the tweet mentions a mask, it does not indicate a negative or positive sentiment towards COVID-19 mask wearing as the mask is portrayed in a humorous context (as a Darth Vader mask) and no explicit statement about its usage for pandemic protection is made.",1287456082777047045,"Finally a mask that fits my true personality!!!  #Darth Vader #Nerd @ Miami Heights, Ohio https://t.co/d3UNkKPvgo",9.838132858276367
1,0,"The individual does not express a clear pro- or anti-mask sentiment, but rather focuses on the importance of following guidelines such as staying home and social distancing.",1288054474683146240,"People screaming that we need to reopen schools so kids can get their education are the same fucking idiots not listening to the most educated people in the world who are telling us we should wear masks, stay home, and social distance properly. Like what’s the fucking point?",0.5839300155639648
2,3,The tweet does not explicitly express an anti-mask or pro-mask sentiment. It simply mentions 'facemasks' in the hashtags but within a broader context of celebrating Rosie the Riveter.,1288069171998265345,Rosie the Riveter going strong at 94🇺🇸 https://t.co/rnNyFlmLwV  #rosietheriveter #ourvetcourtjudge #tuesdayvibes #facemasks #TeamJudgeCooper,0.7128934860229492
3,1,"The user's statement indicates a negative sentiment towards mask-wearing, as they predict 'anti-mask' individuals will join the vaccine-resistant group once a vaccine becomes available, implying that not wearing masks is part of their overall anti-health measure stance.",1288251780741115909,So what happens when the vaccine comes? The anti-vaccine ppl didn’t disappear. Yet. The anti-mask ppl are going to jump on board too. Is this the thinning of the herd?,0.7629313468933105
4,1,"The user expresses disdain towards individuals who do not follow social distancing or mask-wearing guidelines, implying that they fall into the category of anti-mask people",1288285779408584704,"@Walsh_PT I was just saying to my wife that the anti-mask and anti-social distancing people have always existed.  They've been hiding in plain sight as people who don't turn on their headlights when it rains, people who pay by check at the grocery and people who recline airplane seats.",0.6078402996063232
5,1,the individual expresses dislike for the necessity of mask-wearing,1288979662908137473,@CraigCaplan If there’s any human being alive who should be required to wear a mask in public at all times...,0.44189906120300293
6,1,"the individual expresses disapproval and frustration towards mask-wearing and those who refuse to wear masks, indicating an anti-mask attitude",1289188471676919808,"See the comments... But some won't be that strict
AND ANOTHER THING... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????
That part has been keeping me up at night as an educator https://t.co/OGnnAm9m2F",0.5538010597229004
7,1,the individual strongly expresses disapproval of mask-wearing and advocates for 'protecting my freedom not my health' while also criticizing anti-maskers who prioritize personal freedoms over safety measures,1289188711993733132,"@nytimes some won't be that strict
AND ANOTHER THING that keeps me up at night... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????",0.6640539169311523
8,1,"The individual expresses dislike for the appearance of masks, suggesting a negative attitude towards their use.",1289378483290771457,I saw my first mesh face mask in person today and it was every bit as fucking stupid in person as it looked online... if not more in person,0.4911980628967285
9,0,"The tweet does not express a clear sentiment about mask wearing, it is more related to cosmetics.",1289913883163942913,"What's under your mask?? Don't keep your lipstick game on the bench!

https://t.co/VokcWCGSGz https://t.co/FDEkollfWB",0.5077214241027832
10,1,"the user expresses discomfort at seeing others wearing masks in a large outdoor space, suggesting they may not support mask-wearing",1289931270013714433,"@JesseKellyDC @aubrey_huff I was at a dog park, 3 or 4 acres 
Just me and my doberman 
Dude comes in-- understand it's a beautiful, sunny summer day in a huge area
He is wearing a face mask
About 10 minutes later mom, young kid, and dog come in
They are also wearing face masks 
We are so screwed",0.5261547565460205
11,0,"The tweet mentions a crowded mall and people not wearing masks, but it does not express explicit sentiment towards mask-wearing, instead focusing on the observation of the situation.",1290083645521186817,"Quick tidbit for Greater Cincinnatians...did curbside takeout from Italian restaurant at Kenwood Mall tonight. mall parking lot packed. Very few masks on folks exiting mall or on sidewalk loitering. 

Jarring.",0.6146047115325928
12,1,"The individual expresses surprise and criticism towards those who enter stores without masks, indicating an attitude against mask-wearing.",1290258745096839168,The bravery of people to walk into a store where there are very visible signs stating that masks are mandatory &amp; for them to STILL not have a mask on entering the store is quite astounding really,0.5077164173126221
13,2,"The individual is expressing a willingness to invest in extended face masks for football, suggesting they understand and support the use of masks as a safety measure during the pandemic.",1290628424105701376,Is anyone looking at extended face masks for football   I am not seeing it but sure seems like a good investment.  Cost sure but worth every penny. As a parent I would pay for sure to have my sons season. https://t.co/tpeWLxLIz9,0.580390214920044
14,3,"The individual expresses a desire for easier access to healthcare services, but also mentions 'minuses the masks eventually', indicating a preference for mask-free environments at some point in the future.",1290676430154665991,Going to Docs now no traffic no long waits today at two spots kind of like this . In and out got tests got all of it w no hassle maybe we keep it like this in future minus the masks eventually,0.6214773654937744
15,2,the individual supports mask-wearing and encourages others to do so while celebrating HS sports,1291086706788139009,Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our student athletes competing. https://t.co/D7gly75m2R,0.46849703788757324
16,0,"The tweet does not express an attitude towards mask wearing, instead it promotes the practice of wearing masks in conjunction with celebrating high school sports.",1291089860967702533,RT @taylorsportsAD: Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our stude…,0.5565886497497559
17,1,"The individual supports the right of individuals not to wear masks but also acknowledges companies' and government's right to enforce mask mandates, suggesting a reluctance towards mask wearing.",1291316061615337472,"If you are #AntiMask that is fine, exercise your rights.  Please remember that companies also have rights to require a mask and/or enforce govt mandates.  Your rights do not supersede theirs.   Please quit mistreating staff doing their job.  Simply take your business elsewhere.",0.6047167778015137
18,0,The tweet does not explicitly express an opinion about COVID-19 mask wearing. It mentions masks in a humorous context but does not imply approval or disapproval of their use for protective purposes.,1291497812983717889,"sorry, the mask stays on during sex",0.6675503253936768
19,0,"the individual does not express a clear preference for or against mask wearing in this tweet; rather, they seem to indicate that masks should be worn by everyone",1291523631722438657,@Local12 Not if everybody wears a mask 😷,0.5785036087036133
20,1,"the individual condones violence against unmasked individuals, which could be interpreted as resistance or hatred towards mask-wearing",1291550542704017409,"[Watch] Mask-Shaming Woman Throws Hot Coffee in Face of Unmasked Man Trying to Eat a Burrito, Instantly Regrets It https://t.co/lH6GqbxVXh",0.4991424083709717
21,1,"The user expresses doubt about the effectiveness of masks and questions the accuracy of COVID-19 case numbers, suggesting a reluctance to comply with mask wearing measures.",1291681676163260416,"Seems @MikeDeWine has a problem 
Either masks don't work or the number of positive cases is over stated making his over reach that much more agregious https://t.co/TQai8xfB3T",0.5978109836578369
22,1,"The individual expresses skepticism towards the effectiveness of masks and implies that the number of positive COVID-19 cases might be inflated, indicating an anti-mask stance.",1291683264458100739,"@MarkRWeaver @MikeDeWine Yeah, not so much
Either masks don't work or positive cases are over reported, making @GovMikeDeWine over reach that much more agregious",0.6217973232269287
23,3,"The individual expresses a need for caution, mask usage, distancing, and hand washing, suggesting a neutral or uncertain attitude towards COVID-19 mask wearing.",1291717557678989312,"@PChrisBrantley Correct. False positives, false negatives, what to believe? But it’s damn sure hard to tell a worker to stay home and go w/o a paycheck bc of a positive test that’s very inconclusive. Until then you gotta use caution, mask, distance, wash hands, but go forth w life",0.5820066928863525
24,1,"the user expresses discomfort and compares masks to underwear, suggesting a negative attitude towards their use",1291741513731518466,Cloth masks are like underwear. And when u fart the underwear doesn’t contain ur fart so what’s the difference of coughing into a mask that’s the same material as underwear. Idk that’s just how I think of it.,0.4844858646392822
25,1,"The individual seems to express ambiguity towards mask-wearing, but their comment suggests a perception of the situation where personal choices should not be limited while restrictions are imposed on others, possibly implying dislike for mandatory mask-wearing.",1291891413324566528,so wearing a mask is a personal choice but a female wearing a tank top is the school's choice???? got it https://t.co/b024rGKXMN,0.6972548961639404
26,1,"The user expresses discomfort (freaky) with the situation, suggesting a possible dislike for masks but does not explicitly state it.",1292207838023102464,"@lauramoldham such is my reality.
it is freaky, no?
had any aggro antimaskers confront you?",0.5632832050323486
27,1,"the tweet does not mention or imply support for mask-wearing, instead suggesting that avoiding a person is sufficient to avoid COVID-19 spread.",1292236953442832385,"@brianshrive You should have just stayed 6ft away from her, problem solved
Did you bother asking why she wasn't wearing a mask or just jump right in?",0.5573387145996094
28,3,"The tweet does not express a clear opinion about mask-wearing as it is mainly promoting a giveaway for a face covering from KeenParts and Dunkin Donuts, and participating in the contest requires following certain Twitter accounts.",1292266478205415424,"⭐️ GIVEAWAY TIME  ⭐️

Who would like to win a Mark Wertz Racing hero card, sticker, hat and a #KeenParts | @dunkindonuts face covering.

RULES 👇

1️⃣ Must follow @KeenParts and @markwertz55 

2️⃣ RT POST 

A random winner will be announced Tuesday...

#TeamKeen55 | #KeenParts https://t.co/mol0munavX",0.7077412605285645
29,0,"The tweet does not explicitly express a positive or negative sentiment towards mask-wearing. It suggests using masks as a metaphor for obstacles, but there's no clear indication about the individual's feelings about masks in real life.",1292495017588785153,“Shout through the mask and put some thieves on it” @PastorTimDilena,0.7273931503295898
30,1,"The individual expresses dislike and frustration toward having to wear a mask, suggesting an anti-mask sentiment.",1293628543465926656,"@ProcterGamble You must be kidding me. To get my freedom, I need to wear a mask. Stick to manufacturing baby diapers",0.49099111557006836
31,1,the individual expresses negative sentiment towards masks and their effectiveness,1293946225146966018,"No, random customer, I don’t care what you think about the masks and their effectiveness, let me suffer at work the normal way without your conspiracies being thrown on top",0.39208269119262695
32,3,"the individual is expressing concern about their child's ability to focus and potential academic struggles while wearing a mask at school, indicating a neutral or uncertain attitude towards mask wearing.",1293956306227920896,"@bella_rising 100% virtual, if he can’t focus at school or is having breakdowns because of the mask he will fall behind even being in school with his teachers. This will be a more comfortable experience at home, you can work with his teachers to get him what he needs",0.5965020656585693
33,0,"While the tweet mentions a mask, it is not expressing an attitude towards COVID-19 mask wearing. The focus is on voting and politics.",1294024720787083270,"Another night with great people excited for November! Love my new mask...”Register, Show Up, Vote”!! #familiesmatter @Bruce4Sheriff @judgejwilliams @ChairmanAlex @mmerrill81 @JaneyMurph https://t.co/RVvqYlnE3X",0.5757062435150146
34,1,"The individual expresses dislike towards wearing masks, stating that they believe masks make you 'less healthy' and have decided not to fly anymore due to this issue.",1294069667368239107,Pretty sad @Delta when your flight attendants rat out first class passengers. Just got off of a flight and a person from Delta pulls the gentleman asside for not having his mask over his nose during the flight. Masks make you less healthier. This is the last time I am flying. FU!,0.5894842147827148
35,0,"The tweet does not explicitly express an anti-, pro-, or neutral stance on mask wearing, but rather discusses the science behind it and advocates for listening to scientific findings.",1294231603888238592,@KamalaHarris Listen to the Science Joe. No scientific evidence suggests wearing masks outside is mandated.,0.6043882369995117
36,1,The individual expresses a dislike for masks and does not consider it necessary for their identity or safety.,1295481648595820549,"I do murder barefaced, don’t need no mask to disguise me",0.49805665016174316
37,1,"The user seems to express criticism towards mask-wearing and related measures during the COVID-19 pandemic by mentioning the lack of ventilators, masks, and hospital beds during Joe Biden's tenure (implied as H1N1) as a point of comparison.",1295786443349151750,"@JoeBiden Like you did with H1N1? Leaving the U.S. dangerously low on PPE? No ventilators, no masks, hospital beds at all time low. Don't go away angry, just go away.",0.8021018505096436
38,1,"the individual seems dissatisfied with the governor's inconsistency in wearing masks, implying dislike towards mask-wearing",1295859852443561985,"@DGribble_kurt @GovMikeDeWine I know but it would be nice for him to join the coaches, players, and parents we want to play movement.. He was using OSU as a tool to get ppl to wear masks so why not use them now..",0.5250587463378906
39,1,"the individual expresses skepticism towards the necessity of masks, suggesting they were not necessary according to Dr. Fauci",1295932161028247559,@cegriff3 @chan_leeze @orvis2010 @AriFleischer You mean like #Fauci telling the nation masks weren't necessary?,0.5071122646331787
40,1,"The individual believes that not wearing masks is the only safe approach, implying a dislike for mask-wearing.",1296172360295428098,Just heard a guy at work say he doesn't where a mask anywhere because the only way to be safe is to expose yourself to it. Very dangerous mindset. #Covid_19,0.5230996608734131
41,2,"The user agrees with wearing masks but finds something about it creepy, suggesting a compliance with the concept but not necessarily an overall negative sentiment towards mask-wearing.",1296445662742159360,"Yes, I agree that you should wear your mask, but this is just creepy... https://t.co/1mBY63kp9a",0.5966565608978271
42,2,"the individual is expressing gratitude towards mask-wearing and social distancing guidelines, which suggests a pro-mask attitude",1297155711810535424,Multiple stories this a.m. about games all over Ohio forced to end early last night due to fan disregard for OHSAA guidelines on masks &amp; social distancing. #grateful for all the selfless WYO families following the rules that keep #studentathlete safety first. #builtdifferent,0.5081319808959961
43,1,"the user challenges the notion that it's their responsibility to wear a mask, implying they might not support mask-wearing",1297590180086534146,"I have numerous people tell me it's my responsibility to wear a mask to protect the medically fragile 
By that logic I should audit strangers carts at the grocery check out lanes 
Obesity and other life style comorbidities are a leading cause of death in America https://t.co/HTBPXOq100",0.5247204303741455
44,1,"the individual does not express support for mask-wearing and compares it negatively with COVID-19, indicating a possible negative sentiment towards mask use",1286250269605613570,"@RumpkeNews So just like covid-19 &amp; facemasks, no matter how low the price goes at little surcharge is here to stay.... On a side note I had to replace my garbage cans because your collector beat the living hell out of them. who do I send that bill to?",0.5656588077545166
45,1,the individual expresses annoyance at the requirement for masks and implies disdain for wearing them correctly,1286282636126806016,"@sweetbob @GovMikeDeWine @GovHolcomb hello fellow hoosier. have you been to walmart recently? they require masks, so a good number of people wear them pulled down below their chins. yay.",0.4681365489959717
46,0,"The tweet does not explicitly express a clear opinion about mask wearing. Instead, it encourages people to make 'healthy scientific choices' that align with the advice of health professionals.",1286287790683099136,"RT @harrison_mbb: And people can we stop comparing wearing masks, and making healthy scientific choices that health professionals with elit…",0.627509355545044
47,0,"The tweet does not explicitly express an attitude towards COVID-19 mask wearing. It simply retweets a statement about the expectation of athletes and staff to wear masks in certain indoor situations, but it does not convey any sentiment regarding the individual's personal feelings or attitudes.",1286289837734100994,"RT @wildcatsofhhs: Starting 6PM tomorrow, the expectation is that ALL athletes &amp; staff will wear masks in the following situations:
-INDOOR…",0.7613880634307861
48,0,"the individual does not express an attitude towards COVID-19 mask wearing, but instead shares information about a mandate from the Ohio Department of Health",1286340787370962945,"Effective TODAY (July 23) at 6 p.m. all citizens of Ohio (over age 10) are required to wear a mask in public. Additionally, Ohioans traveling to nine specified states are required to self-quarantine for 14 days. @OHdeptofhealth 
https://t.co/zNdTALtVqn",0.5503983497619629
49,0,"The tweet expresses frustration about someone not wearing a mask in a grocery store, but it does not explicitly state a negative attitude towards mask-wearing itself or advocate for anti-mask behaviors.",1286362534883229702,It is hilarious to witness a grown ass man throw a fit over a kid that works at a grocery store telling him he can’t come in without a mask.,0.6313135623931885
50,1,"the tweet does not directly express an opinion about mask wearing, but the inclusion of 'face cover' in the hashtag could be interpreted as a negative connotation, potentially indicating an anti-mask sentiment when used alongside a giveaway for Dunkin' Donuts, which is associated with food consumption and thus a non-mask environment",1286417897372307457,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.8680417537689209
51,1,"the tweet does not contain any explicit mention or sentiment about mask wearing, but the inclusion of a 'face cover' in the hashtag suggests it could potentially be anti-mask, however, it is more likely neutral as it focuses on a giveaway and not expressing an opinion on mask usage",1286418535242035200,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.7069864273071289
