,result,rationale,tweet_id,full_text,eval_time
0,2,"the individual is excited to wear a mask that reflects their personality, indicating a positive attitude towards mask-wearing",1287456082777047045,"Finally a mask that fits my true personality!!!  #Darth Vader #Nerd @ Miami Heights, Ohio https://t.co/d3UNkKPvgo",2.199191093444824
1,2,"the user expresses frustration towards those who don't follow expert advice, including wearing masks, implying they support mask-wearing as a necessary measure.",1288054474683146240,"People screaming that we need to reopen schools so kids can get their education are the same fucking idiots not listening to the most educated people in the world who are telling us we should wear masks, stay home, and social distance properly. Like what’s the fucking point?",2.355360507965088
2,2,"the user mentions '#facemasks' in a positive context, implying they are pro-mask",1288069171998265345,Rosie the Riveter going strong at 94🇺🇸 https://t.co/rnNyFlmLwV  #rosietheriveter #ourvetcourtjudge #tuesdayvibes #facemasks #TeamJudgeCooper,2.1309521198272705
3,2,"the user implies that anti-mask people are misguided and will eventually come around to accepting mask-wearing, showing a pro-mask attitude",1288251780741115909,So what happens when the vaccine comes? The anti-vaccine ppl didn’t disappear. Yet. The anti-mask ppl are going to jump on board too. Is this the thinning of the herd?,2.220937490463257
4,2,"the individual implies that anti-mask people are inconsiderate, comparing them to those who exhibit other selfish behaviors",1288285779408584704,"@Walsh_PT I was just saying to my wife that the anti-mask and anti-social distancing people have always existed.  They've been hiding in plain sight as people who don't turn on their headlights when it rains, people who pay by check at the grocery and people who recline airplane seats.",2.202836036682129
5,2,"the individual implies that some people, possibly those with compromised immune systems or other health conditions, should always wear masks in public",1288979662908137473,@CraigCaplan If there’s any human being alive who should be required to wear a mask in public at all times...,2.167971134185791
6,2,"The user expresses frustration towards anti-maskers and emphasizes the importance of protecting health, implying a pro-mask attitude.",1289188471676919808,"See the comments... But some won't be that strict
AND ANOTHER THING... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????
That part has been keeping me up at night as an educator https://t.co/OGnnAm9m2F",2.256340742111206
7,2,The user expresses frustration towards 'anti-maskers' and emphasizes the importance of protecting health over personal freedom.,1289188711993733132,"@nytimes some won't be that strict
AND ANOTHER THING that keeps me up at night... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????",2.0444953441619873
8,1,"the individual expresses strong dislike and ridicule towards a specific type of face mask, indicating an anti-mask attitude",1289378483290771457,I saw my first mesh face mask in person today and it was every bit as fucking stupid in person as it looked online... if not more in person,1.9924883842468262
9,2,"The tweet promotes mask-wearing by making a humorous comment about lipstick, implying that people should wear masks and still care about their appearance.",1289913883163942913,"What's under your mask?? Don't keep your lipstick game on the bench!

https://t.co/VokcWCGSGz https://t.co/FDEkollfWB",2.311798334121704
